Location Code,จังหวัด,เขต/อำเภอ,แขวง/ตำบล,รหัสไปรษณีย์
140204,พระนครศรีอยุธยา,อำเภอท่าเรือ,บ้านร่อม,13130
140205,พระนครศรีอยุธยา,อำเภอท่าเรือ,ศาลาลอย,13130
140206,พระนครศรีอยุธยา,อำเภอท่าเรือ,วังแดง,13130
140207,พระนครศรีอยุธยา,อำเภอท่าเรือ,โพธิ์เอน,13130
140208,พระนครศรีอยุธยา,อำเภอท่าเรือ,ปากท่า,13130
140209,พระนครศรีอยุธยา,อำเภอท่าเรือ,หนองขนาก,13130
140210,พระนครศรีอยุธยา,อำเภอท่าเรือ,ท่าเจ้าสนุก,13130
140301,พระนครศรีอยุธยา,อำเภอนครหลวง,นครหลวง,13260
140302,พระนครศรีอยุธยา,อำเภอนครหลวง,ท่าช้าง,13260
140303,พระนครศรีอยุธยา,อำเภอนครหลวง,บ่อโพง,13260
140304,พระนครศรีอยุธยา,อำเภอนครหลวง,บ้านชุ้ง,13260
140305,พระนครศรีอยุธยา,อำเภอนครหลวง,ปากจั่น,13260
140306,พระนครศรีอยุธยา,อำเภอนครหลวง,บางระกำ,13260
140307,พระนครศรีอยุธยา,อำเภอนครหลวง,บางพระครู,13260
140308,พระนครศรีอยุธยา,อำเภอนครหลวง,แม่ลา,13260
140309,พระนครศรีอยุธยา,อำเภอนครหลวง,หนองปลิง,13260
140310,พระนครศรีอยุธยา,อำเภอนครหลวง,คลองสะแก,13260
140311,พระนครศรีอยุธยา,อำเภอนครหลวง,สามไถ,13260
140312,พระนครศรีอยุธยา,อำเภอนครหลวง,พระนอน,13260
140401,พระนครศรีอยุธยา,อำเภอบางไทร,บางไทร,13190
140402,พระนครศรีอยุธยา,อำเภอบางไทร,บางพลี,13190
140403,พระนครศรีอยุธยา,อำเภอบางไทร,สนามชัย,13190
140404,พระนครศรีอยุธยา,อำเภอบางไทร,บ้านแป้ง,13190
140405,พระนครศรีอยุธยา,อำเภอบางไทร,หน้าไม้,13190
140406,พระนครศรีอยุธยา,อำเภอบางไทร,บางยี่โท,13190
140407,พระนครศรีอยุธยา,อำเภอบางไทร,แคออก,13190
140408,พระนครศรีอยุธยา,อำเภอบางไทร,แคตก,13190
140409,พระนครศรีอยุธยา,อำเภอบางไทร,ช่างเหล็ก,13190
140410,พระนครศรีอยุธยา,อำเภอบางไทร,กระแชง,13190
140411,พระนครศรีอยุธยา,อำเภอบางไทร,บ้านกลึง,13190
140412,พระนครศรีอยุธยา,อำเภอบางไทร,ช้างน้อย,13190
140413,พระนครศรีอยุธยา,อำเภอบางไทร,ห่อหมก,13190
140414,พระนครศรีอยุธยา,อำเภอบางไทร,ไผ่พระ,13190
140415,พระนครศรีอยุธยา,อำเภอบางไทร,กกแก้วบูรพา,13190
140416,พระนครศรีอยุธยา,อำเภอบางไทร,ไม้ตรา,13190
140417,พระนครศรีอยุธยา,อำเภอบางไทร,บ้านม้า,13190
140418,พระนครศรีอยุธยา,อำเภอบางไทร,บ้านเกาะ,13190
140419,พระนครศรีอยุธยา,อำเภอบางไทร,ราชคราม,13290
140420,พระนครศรีอยุธยา,อำเภอบางไทร,ช้างใหญ่,13290
140421,พระนครศรีอยุธยา,อำเภอบางไทร,โพแตง,13290
140422,พระนครศรีอยุธยา,อำเภอบางไทร,เชียงรากน้อย,13290
140423,พระนครศรีอยุธยา,อำเภอบางไทร,โคกช้าง,13190
